date,44 BEVERAGES,44 CLEANING,44 DAIRY,44 GROCERY I,44 PRODUCE,45 BEVERAGES,45 CLEANING,45 DAIRY,45 GROCERY I,45 PRODUCE,47 BEVERAGES,47 CLEANING,47 DAIRY,47 GROCERY I,47 PRODUCE
2014-04-02,5094.0,2716.0,2676.0,9637.0,10.0,3136.0,3329.0,2308.0,9426.0,4.0,3309.0,2397.0,1878.0,8652.0,0.0
2014-04-03,3690.0,2203.0,1944.0,6915.0,9.0,2428.0,1937.0,1563.0,6720.0,7.0,2555.0,1937.0,1512.0,6819.0,7.0
2014-04-04,4829.0,2140.0,2414.0,7789.0,51.0,3018.0,2054.0,1975.0,7535.0,18.0,3900.0,2067.0,1883.0,7402.0,10.0
2014-04-05,8715.0,3458.0,3743.0,12913.0,53.0,5970.0,3402.0,2974.0,12733.0,44.0,6341.0,3516.0,2801.0,12445.0,20.0
2014-04-06,9913.0,3771.0,4516.0,14930.0,29.0,7223.0,3992.0,3691.0,14174.0,27.0,7786.0,3963.0,3276.0,15081.0,12.0
2014-04-07,5038.0,2191.0,2500.0,7800.0,2.0,3099.0,2098.0,2091.0,8090.0,2.0,3329.0,2144.0,1810.0,8120.0,0.0
2014-04-08,4567.0,2039.0,2372.0,6805.0,5.0,2485.0,1766.0,1636.0,6592.0,3.0,2926.0,1754.0,1485.0,6615.0,0.0
2014-04-09,4356.0,2419.0,2528.0,8104.0,7.0,2944.0,1681.0,1948.0,6992.0,12.0,3120.0,1952.0,1720.0,6877.0,2.0
2014-04-10,4017.0,1796.0,1857.0,5680.0,18.0,2328.0,1574.0,1540.0,5718.0,8.0,2557.0,1573.0,1270.0,5553.0,2.0
2014-04-11,4851.0,1904.0,2191.0,6944.0,67.0,3201.0,1796.0,1851.0,7162.0,16.0,3221.0,1717.0,1666.0,6201.0,10.0
2014-04-12,7524.0,2815.0,3477.0,11450.0,65.0,5071.0,2619.0,2690.0,10171.0,50.0,5528.0,2750.0,2630.0,9789.0,41.0
2014-04-13,8068.0,3137.0,3812.0,12138.0,20.0,6236.0,3140.0,3243.0,12023.0,31.0,6311.0,3184.0,2785.0,11399.0,18.0
2014-04-14,4462.0,2075.0,2479.0,7517.0,4.0,3045.0,2100.0,1961.0,7555.0,10.0,3226.0,1729.0,1774.0,6875.0,0.0
2014-04-15,4445.0,2020.0,2223.0,6608.0,7.0,2102.0,1683.0,1733.0,6481.0,7.0,2753.0,1743.0,1786.0,6656.0,5.0
2014-04-16,5920.0,2536.0,2979.0,8701.0,25.0,3175.0,2298.0,2488.0,8662.0,4.0,3178.0,1936.0,2241.0,7566.0,10.0
2014-04-17,4356.0,1688.0,2369.0,6604.0,33.0,2926.0,1642.0,2252.0,6785.0,11.0,3280.0,1814.0,2137.0,7247.0,8.0
2014-04-18,5782.0,2193.0,2712.0,8669.0,51.0,4147.0,1975.0,2419.0,8108.0,41.0,4795.0,2076.0,2205.0,8008.0,24.0
2014-04-19,6643.0,2597.0,3107.0,10102.0,77.0,5117.0,2871.0,2658.0,10298.0,80.0,5046.0,2887.0,2516.0,10120.0,52.0
2014-04-20,7340.0,3074.0,3283.0,11611.0,26.0,5779.0,3227.0,3205.0,12718.0,36.0,6204.0,3240.0,2888.0,12732.0,17.0
2014-04-21,4384.0,2328.0,2436.0,7852.0,2.0,3391.0,2238.0,1924.0,7844.0,1.0,3536.0,2136.0,1926.0,7826.0,2.0
2014-04-22,4082.0,1868.0,1979.0,16823.0,6.0,2360.0,1720.0,1459.0,5748.0,2.0,2831.0,1749.0,1568.0,6247.0,2.0
2014-04-23,4567.0,2381.0,2489.0,7408.0,4.0,2840.0,1904.0,1921.0,7267.0,4.0,2922.0,1969.0,1692.0,6837.0,9.0
2014-04-24,3417.0,1885.0,1867.0,6063.0,14.0,2013.0,1575.0,1313.0,5337.0,7.0,2367.0,1389.0,1339.0,5668.0,4.0
2014-04-25,4206.0,1695.0,2017.0,5922.0,53.0,3198.0,1884.0,1842.0,7098.0,27.0,2992.0,1679.0,1546.0,6123.0,27.0
2014-04-26,6900.0,2813.0,3428.0,10999.0,66.0,4645.0,2592.0,2835.0,9862.0,25.0,4887.0,2510.0,2460.0,10307.0,41.0
2014-04-27,7956.0,3275.0,4198.0,12946.0,24.0,6172.0,3373.0,3329.0,13433.0,17.0,6781.0,3458.0,3298.0,13281.0,29.0
2014-04-28,4091.0,2213.0,2239.0,6647.0,3.0,2836.0,1800.0,1664.0,7408.0,2.0,2919.0,1507.0,1430.0,6420.0,4.0
2014-04-29,3414.0,1637.0,1975.0,5560.0,16.0,2022.0,1520.0,1389.0,5432.0,7.0,2729.0,1471.0,1435.0,5411.0,6.0
2014-04-30,4169.0,2129.0,2179.0,6705.0,51.0,2290.0,1941.0,1854.0,6658.0,18.0,2420.0,1897.0,1586.0,6879.0,35.0
2014-05-01,6627.0,3061.0,3148.0,10978.0,88.0,4561.0,3171.0,2590.0,11612.0,53.0,5407.0,3298.0,2641.0,12768.0,30.0
2014-05-02,4707.0,2404.0,2457.0,7961.0,51.0,3322.0,2481.0,2252.0,9166.0,28.0,3722.0,2486.0,2005.0,8873.0,23.0
2014-05-03,7497.0,3293.0,3604.0,12512.0,68.0,5374.0,3444.0,2846.0,12211.0,55.0,6082.0,3357.0,2679.0,12790.0,40.0
2014-05-04,8193.0,3544.0,4025.0,13962.0,28.0,5901.0,4128.0,3374.0,14813.0,32.0,6147.0,3691.0,3214.0,14225.0,11.0
2014-05-05,4128.0,2613.0,2430.0,8113.0,7.0,2941.0,2410.0,2032.0,7987.0,3.0,3316.0,2702.0,1697.0,7872.0,2.0
2014-05-06,3874.0,2214.0,2214.0,6725.0,4.0,2685.0,1936.0,1787.0,7109.0,10.0,2848.0,1879.0,1563.0,7137.0,1.0
2014-05-07,4498.0,2790.0,2608.0,8459.0,17.0,2715.0,2251.0,1990.0,8011.0,11.0,2972.0,1967.0,1814.0,7375.0,6.0
2014-05-08,3298.0,1703.0,1627.0,5625.0,23.0,2232.0,1777.0,1579.0,6394.0,23.0,2354.0,1677.0,1346.0,5903.0,3.0
2014-05-09,4275.0,1980.0,2441.0,6828.0,72.0,3071.0,1848.0,2043.0,7311.0,60.0,3438.0,1804.0,1685.0,6863.0,19.0
2014-05-10,7242.0,2925.0,4147.0,12027.0,185.0,4715.0,2639.0,3062.0,10563.0,174.0,5536.0,2607.0,2847.0,11026.0,93.0
2014-05-11,5248.0,2136.0,2876.0,8447.0,66.0,4261.0,2172.0,2409.0,8695.0,110.0,4394.0,2281.0,2196.0,9178.0,81.0
2014-05-12,3454.0,2134.0,2350.0,7294.0,3.0,3057.0,2166.0,1879.0,7831.0,5.0,2724.0,1661.0,1538.0,6640.0,0.0
2014-05-13,3469.0,2085.0,2152.0,7148.0,2.0,2612.0,1732.0,1474.0,6541.0,1.0,2795.0,1789.0,1612.0,6913.0,2.0
2014-05-14,3879.0,2320.0,2353.0,7763.0,6.0,2245.0,1716.0,1733.0,6815.0,2.0,2793.0,1922.0,1650.0,6971.0,6.0
2014-05-15,3237.0,1801.0,1905.0,15789.0,15.0,2096.0,1406.0,1470.0,5294.0,8.0,2315.0,1441.0,1296.0,5641.0,3.0
2014-05-16,3953.0,2304.0,2363.0,7548.0,31.0,3200.0,2082.0,2046.0,8049.0,24.0,3327.0,1930.0,1728.0,7393.0,15.0
2014-05-17,6668.0,3229.0,3329.0,11509.0,44.0,5124.0,2842.0,2690.0,11106.0,45.0,5337.0,2723.0,2388.0,10506.0,29.0
2014-05-18,7949.0,3573.0,4233.0,13931.0,16.0,6185.0,3746.0,3670.0,14580.0,26.0,6670.0,3351.0,3180.0,13260.0,16.0
2014-05-19,3781.0,1939.0,2255.0,7603.0,5.0,3165.0,2179.0,1926.0,7787.0,3.0,2973.0,1817.0,1720.0,7017.0,4.0
2014-05-20,2853.0,1696.0,1783.0,6322.0,6.0,2082.0,1757.0,1564.0,6423.0,1.0,2574.0,1848.0,1553.0,6912.0,2.0
2014-05-21,3858.0,2150.0,2199.0,7382.0,3.0,2552.0,2006.0,1804.0,6876.0,5.0,2224.0,1648.0,1554.0,6387.0,5.0
2014-05-22,3574.0,1879.0,2016.0,6094.0,28.0,1964.0,1278.0,1328.0,5455.0,6.0,2216.0,1270.0,1382.0,5250.0,6.0
2014-05-23,3821.0,1711.0,2140.0,6884.0,47.0,2979.0,1750.0,1757.0,6821.0,31.0,2965.0,1606.0,1544.0,6409.0,27.0
2014-05-24,6405.0,2655.0,3291.0,10088.0,68.0,5012.0,2692.0,2609.0,10329.0,91.0,5591.0,2474.0,2567.0,10516.0,38.0
2014-05-25,7358.0,3088.0,3844.0,12162.0,24.0,5924.0,3075.0,3269.0,12484.0,19.0,5662.0,2981.0,2923.0,12483.0,18.0
2014-05-26,3927.0,2217.0,2269.0,7178.0,6.0,2981.0,1848.0,1650.0,7067.0,3.0,2870.0,1784.0,1615.0,7164.0,1.0
2014-05-27,3426.0,1836.0,2025.0,6102.0,9.0,2117.0,1464.0,1484.0,5871.0,2.0,2297.0,2109.0,1260.0,6013.0,1.0
2014-05-28,4194.0,2215.0,2291.0,7103.0,4.0,2211.0,1989.0,1631.0,6586.0,5.0,2649.0,1685.0,1469.0,6259.0,7.0
2014-05-29,3077.0,1682.0,1598.0,5510.0,17.0,2089.0,1347.0,1258.0,5015.0,3.0,2109.0,1310.0,1165.0,5097.0,3.0
2014-05-30,4421.0,2005.0,2294.0,6896.0,42.0,2926.0,1919.0,1889.0,7413.0,29.0,3304.0,1954.0,1673.0,6864.0,25.0
2014-05-31,6762.0,3045.0,3321.0,11614.0,51.0,5495.0,3106.0,2904.0,12015.0,44.0,5188.0,2976.0,2474.0,11485.0,26.0
2014-06-01,9593.0,4366.0,4830.0,16143.0,21.0,6623.0,4147.0,3648.0,16128.0,39.0,5745.0,3535.0,3150.0,14479.0,23.0
2014-06-02,5137.0,2794.0,2785.0,9301.0,4.0,4064.0,2950.0,2481.0,10707.0,1.0,3858.0,2663.0,2019.0,10237.0,4.0
2014-06-03,4396.0,2507.0,2464.0,7835.0,5.0,3209.0,2458.0,1974.0,8649.0,2.0,2931.0,2378.0,1688.0,8218.0,3.0
2014-06-04,4590.0,3004.0,2547.0,8653.0,4.0,3106.0,2494.0,2121.0,8480.0,6.0,2981.0,2131.0,1830.0,7897.0,4.0
2014-06-05,3367.0,1976.0,2039.0,6282.0,14.0,2290.0,1746.0,1428.0,6399.0,12.0,2390.0,1744.0,1413.0,6299.0,1.0
2014-06-06,4127.0,2518.0,2400.0,7970.0,55.0,3039.0,2316.0,1950.0,7902.0,34.0,3103.0,1980.0,1645.0,7658.0,21.0
2014-06-07,6686.0,3119.0,3417.0,11057.0,54.0,4632.0,3125.0,2827.0,11165.0,47.0,5201.0,2645.0,2456.0,10690.0,26.0
2014-06-08,6699.0,3373.0,3486.0,11421.0,27.0,6209.0,3784.0,3534.0,13618.0,11.0,6576.0,3586.0,3125.0,13338.0,20.0
2014-06-09,4409.0,2365.0,2424.0,7484.0,4.0,3117.0,2033.0,1911.0,7472.0,8.0,3183.0,2019.0,1638.0,7275.0,0.0
2014-06-10,3239.0,1708.0,1797.0,5881.0,12.0,2487.0,1576.0,1621.0,6634.0,4.0,2444.0,1601.0,1411.0,6147.0,6.0
2014-06-11,4062.0,2347.0,2262.0,7816.0,17.0,2910.0,1949.0,1905.0,8459.0,4.0,2633.0,1630.0,1643.0,6805.0,7.0
2014-06-12,3724.0,1750.0,1715.0,5699.0,29.0,2398.0,1380.0,1353.0,5415.0,13.0,2434.0,1348.0,1266.0,5369.0,6.0
2014-06-13,4585.0,2087.0,2566.0,7351.0,87.0,3813.0,2137.0,2074.0,7810.0,55.0,3416.0,1825.0,1923.0,7486.0,30.0
2014-06-14,8739.0,3218.0,4366.0,12719.0,194.0,6151.0,3110.0,3549.0,12322.0,156.0,6118.0,2844.0,3091.0,12268.0,96.0
2014-06-15,4788.0,1918.0,2264.0,7042.0,48.0,3889.0,1824.0,2122.0,8057.0,86.0,4272.0,1922.0,1826.0,8228.0,40.0
2014-06-16,4824.0,2617.0,2637.0,8479.0,1.0,3726.0,2333.0,2264.0,8911.0,2.0,3561.0,2177.0,1893.0,8230.0,3.0
2014-06-17,3941.0,2070.0,2222.0,6674.0,6.0,2828.0,1913.0,1628.0,7170.0,0.0,3532.0,1825.0,1557.0,7193.0,4.0
2014-06-18,4397.0,2378.0,2294.0,7213.0,7.0,3311.0,2040.0,1871.0,7481.0,7.0,3092.0,1952.0,1807.0,7245.0,3.0
2014-06-19,3980.0,1851.0,1801.0,6090.0,17.0,2718.0,1742.0,1340.0,6141.0,9.0,2797.0,1470.0,1279.0,5492.0,9.0
2014-06-20,3689.0,1580.0,1873.0,5618.0,60.0,3276.0,2014.0,1848.0,6950.0,50.0,2999.0,1578.0,1568.0,6222.0,33.0
2014-06-21,7466.0,3058.0,3282.0,10825.0,65.0,5013.0,2998.0,2622.0,10187.0,50.0,5311.0,2661.0,2400.0,10353.0,23.0
2014-06-22,7800.0,3211.0,3699.0,11683.0,34.0,6461.0,3493.0,3428.0,13107.0,27.0,6186.0,3173.0,2676.0,12640.0,12.0
2014-06-23,4047.0,3561.0,2204.0,18016.0,1.0,3157.0,2185.0,1968.0,8462.0,1.0,3231.0,1864.0,1633.0,7342.0,6.0
2014-06-24,3821.0,2019.0,2069.0,6240.0,6.0,2347.0,1690.0,1403.0,6100.0,5.0,2860.0,1540.0,1355.0,5928.0,10.0
2014-06-25,3204.0,1911.0,1842.0,6029.0,19.0,2635.0,1790.0,1741.0,6509.0,16.0,2519.0,1549.0,1502.0,6406.0,9.0
2014-06-26,4391.0,1795.0,1754.0,5605.0,18.0,2206.0,1630.0,1406.0,5595.0,16.0,2320.0,1439.0,1216.0,5652.0,2.0
2014-06-27,4211.0,1858.0,2165.0,6592.0,44.0,3022.0,1865.0,1694.0,7240.0,22.0,2969.0,1792.0,1629.0,6524.0,12.0
2014-06-28,6487.0,2598.0,2948.0,9623.0,50.0,5076.0,2893.0,2673.0,10356.0,54.0,4856.0,2521.0,2288.0,9541.0,20.0
2014-06-29,6890.0,2904.0,3513.0,11052.0,23.0,5748.0,3625.0,3110.0,12660.0,32.0,5965.0,3364.0,2639.0,12195.0,19.0
2014-06-30,4358.0,2404.0,2129.0,7764.0,8.0,3148.0,2263.0,2005.0,8088.0,7.0,3052.0,2076.0,1633.0,8134.0,3.0
2014-07-01,8783.0,2910.0,2650.0,9041.0,9629.531,7445.0,2732.0,2096.0,9907.0,5895.706,7717.0,3245.0,1983.0,9487.0,5545.009
2014-07-02,10007.0,3395.0,2761.0,10692.0,15184.537,7552.0,3293.0,2580.0,10443.0,10279.481,6986.0,2787.0,2038.0,9423.0,8630.106
2014-07-03,7540.0,2894.0,2101.0,7360.0,8524.945,6016.0,2297.0,1957.0,7398.0,4938.749,6022.0,2210.0,1827.0,7778.0,5264.242
2014-07-04,7404.0,2396.0,2070.0,7537.0,8043.306,9134.0,2418.0,2207.0,8811.0,6323.897,6583.0,2238.0,1911.0,7807.0,4975.623
2014-07-05,11524.0,3302.0,3034.0,11309.0,11613.061,9906.0,3568.0,2799.0,11862.0,7668.063,10241.0,3387.0,2555.0,12022.0,7262.933
2014-07-06,14721.0,4181.0,4010.0,14650.0,14648.916,12403.0,4067.0,3417.0,13247.0,9680.8125,12196.0,3977.0,3079.0,13748.0,9652.794
2014-07-07,7875.0,2466.0,2333.0,8341.0,9118.275,5668.0,2570.0,2202.0,9029.0,6787.11,6680.0,2409.0,1740.0,8819.0,5252.025
2014-07-08,6672.0,2205.0,2008.0,6958.0,8089.731,5230.0,2166.0,1696.0,7222.0,5013.157,3986.0,1494.0,1259.0,5467.0,3773.856
2014-07-09,7356.0,2511.0,2395.0,7904.0,13431.417,6212.0,2059.0,1892.0,7082.0,8475.165,6163.0,2100.0,1676.0,7221.0,7924.799
2014-07-10,6544.0,2070.0,1872.0,6221.0,6961.346,5033.0,1956.0,1533.0,6071.0,4416.106,4797.0,1625.0,1353.0,6268.0,3974.501
2014-07-11,8128.0,2207.0,2307.0,7802.0,8982.802,6882.0,2175.0,2101.0,7686.0,6276.024,6519.0,1888.0,1683.0,6966.0,5049.618
2014-07-12,12630.0,3132.0,3327.0,11170.0,12981.362,9571.0,2880.0,2628.0,10083.0,8115.646,8866.0,2584.0,2346.0,9620.0,6844.883
2014-07-13,10916.0,2600.0,2937.0,9409.0,11422.935,10042.0,2817.0,2867.0,10009.0,8248.037,9688.0,2670.0,2388.0,9972.0,7522.668
2014-07-14,8088.0,2405.0,2312.0,7788.0,9751.933,6888.0,2231.0,2180.0,7863.0,5797.352,6659.0,2089.0,1667.0,7442.0,5302.402
2014-07-15,6911.0,2021.0,1985.0,7033.0,8388.761,5345.0,1883.0,1712.0,6468.0,5021.588,5846.0,1870.0,1578.0,7211.0,4934.411
2014-07-16,9450.0,2915.0,2625.0,8927.0,14113.072,8093.0,2408.0,2138.0,9166.0,9224.929,6341.0,2186.0,1826.0,7431.0,7458.448
2014-07-17,6675.0,1969.0,1953.0,6221.0,7210.857,5488.0,1835.0,1728.0,6206.0,4704.914,5092.0,1672.0,1516.0,6356.0,4380.09
2014-07-18,7631.0,2047.0,2339.0,6866.0,8013.868,6788.0,2300.0,2232.0,7715.0,6027.161,6504.0,1821.0,1603.0,6405.0,4609.197
2014-07-19,11414.0,3035.0,3144.0,10426.0,12067.925,10155.0,2748.0,2608.0,9691.0,7442.527,8647.0,2582.0,2214.0,9072.0,6672.633
2014-07-20,12334.0,2975.0,3005.0,10303.0,12417.594,11152.0,3380.0,3072.0,11399.0,8885.798,10252.0,2967.0,2514.0,10560.0,7991.551
2014-07-21,7840.0,2208.0,2143.0,7250.0,9112.714,7044.0,2401.0,2123.0,7998.0,6293.481,6417.0,2068.0,1707.0,7633.0,5736.051
2014-07-22,7371.0,2102.0,2027.0,6781.0,7972.039,5789.0,1770.0,1596.0,6362.0,5044.497,5762.0,1738.0,1472.0,6508.0,4907.889
2014-07-23,9750.0,2362.0,2325.0,7632.0,13734.8,6394.0,2173.0,1877.0,7543.0,8268.46,6071.0,1894.0,1664.0,6878.0,7256.854
2014-07-24,6345.0,1929.0,1667.0,5758.0,6800.376,6190.0,1664.0,1444.0,6769.0,4840.095,5051.0,1614.0,1393.0,6036.0,3770.653
2014-07-25,7297.0,3372.0,2116.0,19458.0,8028.69,7210.0,2038.0,1981.0,6969.0,5751.368,5756.0,1759.0,1519.0,6317.0,4635.713
2014-07-26,10914.0,2856.0,2771.0,9760.0,11384.762,9253.0,2685.0,2444.0,9049.0,7274.408,8075.0,2345.0,2043.0,8365.0,6110.787
2014-07-27,12159.0,3058.0,3046.0,10365.0,12485.578,10740.0,3199.0,2759.0,10593.0,8233.309,9343.0,2717.0,2322.0,9879.0,7450.703
2014-07-28,7984.0,2269.0,2094.0,7259.0,9009.111,6498.0,1871.0,1891.0,7127.0,5922.371,6040.0,1860.0,1626.0,6585.0,5698.564
2014-07-29,6968.0,1991.0,1917.0,6750.0,7999.807,5537.0,1800.0,1672.0,6251.0,5150.339,4594.0,1605.0,1261.0,5307.0,4270.214
2014-07-30,7151.0,2359.0,2113.0,7189.0,12907.611,5780.0,1987.0,1733.0,6831.0,8065.518,10004.0,2024.0,1863.0,6523.0,7431.881
2014-07-31,7353.0,2076.0,1753.0,6902.0,7862.897,5275.0,1922.0,1677.0,6429.0,4253.929,5837.0,1869.0,1558.0,6865.0,4382.652
2014-08-01,4809.0,2626.0,2467.0,8688.0,77.0,12877.0,2675.0,2188.0,9552.0,40.0,3515.0,2474.0,1737.0,8829.0,24.0
2014-08-02,7462.0,3392.0,3676.0,12446.0,46.0,5507.0,3785.0,2734.0,12756.0,63.0,4553.0,3068.0,2182.0,11244.0,32.0
2014-08-03,6351.0,3494.0,3474.0,12069.0,25.0,5359.0,4170.0,2877.0,14024.0,34.0,5133.0,3372.0,2292.0,12197.0,15.0
2014-08-04,4959.0,2686.0,2426.0,8864.0,10.0,3038.0,2574.0,2090.0,9151.0,6.0,3454.0,2561.0,1893.0,9507.0,1.0
2014-08-05,4010.0,2314.0,2069.0,7524.0,9.0,2643.0,2179.0,1771.0,8163.0,6.0,3292.0,2122.0,1580.0,7961.0,4.0
2014-08-06,4571.0,2383.0,2271.0,8153.0,9.0,2796.0,2267.0,1909.0,8358.0,11.0,2818.0,2484.0,1638.0,8013.0,3.0
2014-08-07,4096.0,1874.0,1730.0,6313.0,38.0,2463.0,1613.0,1413.0,6091.0,10.0,2574.0,1636.0,1258.0,6328.0,9.0
2014-08-08,4412.0,2070.0,2002.0,7464.0,42.0,3145.0,2029.0,1654.0,7399.0,40.0,3207.0,1685.0,1552.0,6933.0,26.0
2014-08-09,6624.0,2544.0,2862.0,9092.0,73.0,4290.0,2680.0,2061.0,9350.0,67.0,4107.0,2367.0,1830.0,8797.0,32.0
2014-08-10,6316.0,2889.0,3101.0,10569.0,30.0,4113.0,2849.0,2526.0,10937.0,34.0,4262.0,2751.0,2028.0,10123.0,14.0
2014-08-11,4211.0,2304.0,2279.0,8140.0,7.0,2620.0,2203.0,1738.0,7520.0,17.0,2831.0,2058.0,1521.0,7383.0,1.0
2014-08-12,4111.0,2063.0,1999.0,7353.0,12.0,2273.0,1567.0,1347.0,6313.0,8.0,1784.0,1406.0,1061.0,5085.0,2.0
2014-08-13,4795.0,2544.0,2567.0,8781.0,13.0,2696.0,2085.0,1644.0,7526.0,13.0,2745.0,1785.0,1448.0,6842.0,2.0
2014-08-14,4513.0,2088.0,1876.0,7167.0,25.0,2354.0,1548.0,1336.0,5919.0,14.0,2903.0,1573.0,1251.0,6172.0,9.0
2014-08-15,4604.0,2318.0,2410.0,8104.0,74.0,3258.0,1873.0,1704.0,7224.0,38.0,3067.0,1820.0,1483.0,6959.0,10.0
2014-08-16,7768.0,3339.0,3486.0,12626.0,76.0,4878.0,2953.0,2364.0,11283.0,53.0,4360.0,2327.0,1802.0,9660.0,17.0
2014-08-17,8630.0,3634.0,4065.0,14808.0,44.0,4875.0,3136.0,2740.0,11706.0,43.0,5023.0,2762.0,2192.0,11593.0,27.0
2014-08-18,4932.0,2625.0,2451.0,9497.0,6.0,2994.0,2375.0,1920.0,8703.0,5.0,3058.0,2113.0,1689.0,8096.0,0.0
2014-08-19,4268.0,2213.0,2279.0,8453.0,7.0,2538.0,2075.0,1524.0,6959.0,7.0,2615.0,1616.0,1367.0,6394.0,8.0
2014-08-20,4203.0,2670.0,2615.0,9431.0,7.0,2848.0,2083.0,1724.0,7691.0,5.0,2792.0,1886.0,1524.0,7427.0,5.0
2014-08-21,4181.0,2444.0,2195.0,8054.0,19.0,2388.0,1731.0,1392.0,6025.0,9.0,2707.0,1571.0,1158.0,6250.0,3.0
2014-08-22,4959.0,2397.0,2402.0,8177.0,59.0,3051.0,1917.0,1728.0,7064.0,36.0,2964.0,1587.0,1473.0,6426.0,16.0
2014-08-23,7593.0,3022.0,3377.0,11674.0,75.0,4200.0,2465.0,2113.0,8719.0,57.0,4229.0,2492.0,1944.0,8803.0,36.0
2014-08-24,7229.0,3264.0,3611.0,12252.0,38.0,4505.0,2993.0,2612.0,10859.0,40.0,4231.0,2708.0,2174.0,10246.0,18.0
2014-08-25,4571.0,3494.0,2449.0,16690.0,5.0,2826.0,2154.0,1850.0,7807.0,8.0,2751.0,1905.0,1428.0,7098.0,8.0
2014-08-26,4185.0,2130.0,2228.0,7781.0,10.0,2332.0,1713.0,1473.0,5976.0,8.0,2419.0,1714.0,1227.0,6078.0,2.0
2014-08-27,4667.0,2647.0,2629.0,9150.0,12.0,2364.0,1935.0,1736.0,7193.0,7.0,2807.0,1789.0,1472.0,6860.0,4.0
2014-08-28,4180.0,2261.0,2049.0,7233.0,18.0,2208.0,1526.0,1499.0,5822.0,9.0,2254.0,1644.0,1306.0,6050.0,5.0
2014-08-29,5212.0,2971.0,2415.0,8596.0,66.0,3612.0,2176.0,1988.0,7962.0,40.0,2948.0,1969.0,1629.0,6797.0,14.0
2014-08-30,8561.0,3391.0,3724.0,12702.0,75.0,5525.0,3379.0,2926.0,11613.0,85.0,4569.0,2829.0,2159.0,10260.0,36.0
2014-08-31,9455.0,4444.0,4515.0,16534.0,34.0,6502.0,3880.0,3443.0,13419.0,45.0,6252.0,3638.0,3099.0,13636.0,16.0
2014-09-01,12389.0,3678.0,3603.0,12303.0,13694.939,9744.0,3519.0,2711.0,11843.0,7772.831,9212.0,3050.0,2514.0,11371.0,7880.745
2014-09-02,9664.0,3172.0,2970.0,9798.0,10528.394,7588.0,2750.0,2053.0,8859.0,5639.105,7947.0,3026.0,2184.0,10001.0,5558.501
2014-09-03,11003.0,3461.0,3235.0,10801.0,17850.615,8062.0,2619.0,2204.0,8834.0,9604.708,7646.0,2432.0,2035.0,9228.0,7813.759
2014-09-04,7834.0,2391.0,2152.0,7487.0,8664.064,5231.0,1877.0,1581.0,6507.0,5001.107,5873.0,1974.0,1537.0,7184.0,4414.839
2014-09-05,8953.0,2597.0,2590.0,9296.0,9948.587,7639.0,2321.0,2138.0,7950.0,6270.282,6787.0,2336.0,1819.0,7778.0,5312.604
2014-09-06,16116.0,3995.0,4383.0,14555.0,15142.557,11550.0,3449.0,3110.0,11438.0,8898.028,10885.0,3417.0,2806.0,12149.0,7713.085
2014-09-07,18311.0,4462.0,4715.0,16546.0,17341.746,14313.0,3983.0,3756.0,14325.0,10986.203,13436.0,4100.0,3565.0,14423.0,9739.899
2014-09-08,9458.0,2880.0,2654.0,9139.0,10275.114,6784.0,2485.0,2159.0,8089.0,6237.254,7335.0,2394.0,1932.0,8561.0,6011.9478
2014-09-09,7549.0,2238.0,2173.0,7351.0,8975.716,5791.0,1840.0,1748.0,6548.0,5022.931,5739.0,1791.0,1616.0,6386.0,4934.358
2014-09-10,9692.0,2809.0,2824.0,8808.0,15948.534,5703.0,1934.0,2014.0,6962.0,9285.33,5637.0,1873.0,1506.0,6644.0,7933.571
2014-09-11,6483.0,1936.0,2145.0,6398.0,8680.018,4489.0,1527.0,1498.0,5138.0,4633.861,4791.0,1531.0,1381.0,5218.0,4182.154
2014-09-12,9137.0,2315.0,2744.0,8701.0,9526.502,6415.0,1880.0,1806.0,6401.0,5391.402,5921.0,1625.0,1626.0,6463.0,4634.065
2014-09-13,15451.0,3099.0,4085.0,12588.0,16043.934,10567.0,2831.0,2679.0,9924.0,8173.551,9164.0,2567.0,2338.0,9486.0,7057.11
2014-09-14,16062.0,4013.0,4594.0,14505.0,17273.05,12931.0,3285.0,3490.0,12367.0,10230.555,11960.0,3234.0,3021.0,11765.0,8723.865
2014-09-15,9012.0,2586.0,2839.0,8905.0,10691.093,6914.0,2088.0,2079.0,7211.0,5946.619,6140.0,2319.0,1739.0,7018.0,5306.393
2014-09-16,8540.0,2583.0,2473.0,8436.0,9400.548,6275.0,2166.0,1811.0,7261.0,5835.497,6201.0,2016.0,1804.0,7069.0,5460.784
2014-09-17,9839.0,2840.0,2884.0,9261.0,16565.523,6124.0,2124.0,1942.0,7059.0,8864.708,6145.0,1905.0,1679.0,6712.0,7767.657
2014-09-18,6900.0,2113.0,2055.0,6410.0,8326.408,4444.0,1567.0,1397.0,5135.0,4043.627,4629.0,1531.0,1328.0,5577.0,4020.409
2014-09-19,7446.0,2100.0,2496.0,7290.0,9249.445,6581.0,1807.0,1873.0,6598.0,5407.557,5739.0,1752.0,1660.0,6801.0,4886.055
2014-09-20,14551.0,3379.0,4143.0,12940.0,14849.234,10467.0,3023.0,3028.0,10660.0,8526.152,8877.0,2601.0,2469.0,9777.0,7023.363
2014-09-21,16442.0,3782.0,4356.0,13960.0,16930.572,12796.0,3288.0,3433.0,12161.0,9236.825,12758.0,3382.0,3222.0,12706.0,9584.094
