date,44 BEVERAGES,44 GROCERY I,44 PRODUCE,45 BEVERAGES,45 GROCERY I,45 PRODUCE
2015-01-03,4,19,0,3,26,0
2015-01-04,3,17,0,4,23,0
2015-01-05,4,18,0,3,20,0
2015-01-06,4,13,0,3,12,0
2015-01-07,4,15,1,2,19,1
2015-01-08,2,8,0,2,11,0
2015-01-09,2,12,0,2,11,0
2015-01-10,2,12,0,2,10,0
2015-01-11,1,6,0,1,11,0
2015-01-12,3,14,0,0,9,0
2015-01-13,3,13,0,4,14,0
2015-01-14,3,22,1,2,18,1
2015-01-15,2,3,0,1,1,0
2015-01-16,2,2,0,2,3,0
2015-01-17,1,3,0,1,4,0
2015-01-18,1,4,0,1,3,0
2015-01-19,1,3,0,1,1,0
2015-01-20,1,1,0,0,7,0
2015-01-21,2,1,1,2,5,1
2015-01-22,1,4,0,2,2,0
2015-01-23,1,1,0,2,5,0
2015-01-24,2,4,0,1,3,0
2015-01-25,1,4,0,0,2,0
2015-01-26,0,2,0,1,3,0
2015-01-27,2,2,0,1,8,0
2015-01-28,1,3,1,1,6,1
2015-01-29,1,4,0,1,3,0
2015-01-30,2,6,0,2,5,0
2015-01-31,2,4,0,1,6,0
2015-02-01,2,7,0,1,5,0
2015-02-02,2,4,0,1,5,0
2015-02-03,1,3,0,2,4,0
2015-02-04,2,5,1,1,10,1
2015-02-05,1,8,0,1,7,0
2015-02-06,2,5,0,2,7,0
2015-02-07,2,8,0,2,6,0
2015-02-08,1,5,0,1,6,0
2015-02-09,2,10,0,3,7,0
2015-02-10,2,4,0,1,8,0
2015-02-11,1,10,1,1,6,1
2015-02-12,1,8,0,2,5,0
2015-02-13,2,9,0,2,6,0
2015-02-14,2,11,0,1,4,0
2015-02-15,1,5,0,2,3,0
2015-02-16,2,8,0,1,6,0
2015-02-17,2,5,0,1,6,0
2015-02-18,1,4,1,2,7,1
2015-02-19,0,2,0,1,8,0
2015-02-20,0,6,0,0,6,0
2015-02-21,1,6,0,0,5,0
2015-02-22,1,7,0,0,8,0
2015-02-23,1,4,0,1,4,0
2015-02-24,1,4,0,1,4,0
2015-02-25,1,5,1,0,5,1
2015-02-26,0,7,0,1,7,0
2015-02-27,1,6,0,1,7,0
2015-02-28,0,7,0,0,9,0
2015-03-01,1,4,0,1,13,0
2015-03-02,0,9,0,1,4,0
2015-03-03,1,4,0,1,6,0
2015-03-04,1,3,1,1,10,1
2015-03-05,0,7,0,0,7,0
2015-03-06,0,8,0,2,6,0
2015-03-07,0,14,0,0,6,0
2015-03-08,0,5,0,0,9,0
2015-03-09,0,5,0,0,9,0
2015-03-10,0,10,0,0,10,0
2015-03-11,0,10,1,0,11,1
2015-03-12,0,11,0,0,9,0
2015-03-13,0,13,0,0,11,0
2015-03-14,0,10,0,0,8,0
2015-03-15,0,12,0,0,11,0
2015-03-16,0,7,0,0,14,0
2015-03-17,0,9,0,0,12,0
2015-03-18,1,9,1,1,11,1
2015-03-19,0,7,0,0,11,0
2015-03-20,0,12,0,0,9,0
2015-03-21,0,11,0,0,13,0
2015-03-22,0,9,0,0,12,0
2015-03-23,0,8,0,0,7,0
2015-03-24,0,8,0,0,6,0
2015-03-25,0,10,1,0,11,1
2015-03-26,1,7,0,1,9,0
2015-03-27,1,10,0,1,10,0
2015-03-28,1,10,0,1,6,0
2015-03-29,1,13,0,1,8,0
2015-03-30,1,8,0,1,9,0
2015-03-31,1,9,0,1,10,0
2015-04-01,1,8,1,1,12,1
2015-04-02,1,5,0,1,7,0
2015-04-03,2,6,0,1,8,0
2015-04-04,1,6,0,1,8,0
2015-04-05,2,10,0,1,6,0
2015-04-06,2,7,0,2,5,0
2015-04-07,0,4,0,1,7,0
2015-04-08,1,6,1,1,8,1
2015-04-09,1,6,0,1,8,0
2015-04-10,1,9,0,1,8,0
2015-04-11,1,7,0,1,8,0
2015-04-12,1,8,0,2,10,0
2015-04-13,2,6,0,2,8,0
2015-04-14,3,3,0,1,9,0
2015-04-15,2,5,1,1,7,1
2015-04-16,2,9,0,2,18,0
2015-04-17,1,9,0,4,26,0
2015-04-18,2,9,0,1,16,0
2015-04-19,2,19,0,1,16,0
2015-04-20,2,16,0,2,19,0
2015-04-21,3,16,0,2,17,0
2015-04-22,4,19,1,2,15,1
2015-04-23,2,20,0,4,18,0
2015-04-24,2,18,0,3,17,0
2015-04-25,4,22,0,5,19,0
2015-04-26,2,18,0,3,25,0
2015-04-27,1,17,0,3,15,0
2015-04-28,2,13,0,3,22,0
2015-04-29,2,19,1,3,16,1
2015-04-30,2,15,0,2,24,0
2015-05-01,2,16,0,3,27,0
2015-05-02,1,19,0,3,27,0
2015-05-03,1,14,0,3,24,0
2015-05-04,2,19,0,3,15,0
2015-05-05,6,22,0,3,16,0
2015-05-06,3,17,1,4,22,1
2015-05-07,3,10,0,3,20,0
2015-05-08,2,17,0,3,16,0
2015-05-09,2,17,0,3,16,0
2015-05-10,3,16,0,3,15,0
2015-05-11,3,9,0,3,19,0
2015-05-12,1,8,0,3,11,0
2015-05-13,5,13,1,4,16,1
2015-05-14,2,11,0,2,12,0
2015-05-15,1,9,0,4,17,0
2015-05-16,1,8,0,1,18,0
2015-05-17,1,7,0,1,11,0
2015-05-18,1,13,0,1,13,0
2015-05-19,1,12,0,1,15,0
2015-05-20,2,9,1,1,8,1
2015-05-21,2,21,0,1,8,0
2015-05-22,2,11,0,2,11,0
2015-05-23,1,13,0,1,13,0
2015-05-24,2,11,0,2,16,0
2015-05-25,2,6,0,3,10,0
2015-05-26,1,9,0,3,14,0
2015-05-27,2,13,1,1,11,1
2015-05-28,3,10,0,4,19,0
2015-05-29,4,14,0,3,12,0
2015-05-30,1,12,0,3,13,0
2015-05-31,1,15,0,1,9,0
2015-06-01,2,15,0,4,19,2
2015-06-02,3,20,0,5,21,0
2015-06-03,3,12,187,1,18,196
2015-06-04,3,10,0,3,13,0
2015-06-05,5,12,1,1,14,0
2015-06-06,3,11,0,4,14,0
2015-06-07,5,14,1,3,11,0
2015-06-08,3,10,0,3,12,2
2015-06-09,4,15,0,4,14,0
2015-06-10,5,19,192,5,22,189
2015-06-11,2,7,0,1,11,0
2015-06-12,4,15,0,4,15,0
2015-06-13,2,14,0,4,11,0
2015-06-14,1,12,0,7,13,3
2015-06-15,5,16,1,3,18,2
2015-06-16,2,13,1,1,16,1
2015-06-17,2,14,195,4,10,193
2015-06-18,1,12,1,2,12,0
2015-06-19,6,17,1,4,22,1
2015-06-20,4,14,1,3,9,1
2015-06-21,3,14,1,5,14,1
2015-06-22,5,16,1,2,17,1
2015-06-23,5,21,1,7,19,1
2015-06-24,8,27,193,8,20,190
2015-06-25,1,6,1,1,6,1
2015-06-26,3,8,1,2,6,1
2015-06-27,3,8,1,1,9,2
2015-06-28,2,9,1,1,6,0
2015-06-29,0,6,1,0,9,2
2015-06-30,1,4,1,0,7,1
2015-07-01,2,5,199,2,6,195
2015-07-02,3,7,0,4,8,0
2015-07-03,4,15,0,4,9,0
2015-07-04,3,9,1,4,6,0
2015-07-05,5,12,0,4,7,0
2015-07-06,5,5,0,3,10,0
2015-07-07,4,10,0,4,10,0
2015-07-08,6,11,193,5,12,198
2015-07-09,3,9,0,3,9,0
2015-07-10,3,10,0,8,13,0
2015-07-11,2,11,0,3,8,0
2015-07-12,4,11,0,4,12,0
2015-07-13,3,6,0,4,12,0
2015-07-14,2,9,0,4,10,0
2015-07-15,2,5,191,4,9,193
2015-07-16,3,11,0,3,11,0
2015-07-17,5,11,0,5,9,0
2015-07-18,4,9,0,6,12,0
2015-07-19,4,8,0,5,13,0
2015-07-20,10,20,0,10,19,1
2015-07-21,10,17,0,9,18,0
2015-07-22,11,18,197,9,24,192
2015-07-23,12,16,0,11,20,0
2015-07-24,9,22,0,14,18,0
2015-07-25,9,23,0,15,23,0
2015-07-26,9,20,0,11,24,0
2015-07-27,10,20,0,13,20,3
2015-07-28,10,20,0,11,25,0
2015-07-29,12,22,198,11,23,196
2015-07-30,10,24,0,10,19,0
2015-07-31,10,18,0,9,21,0
2015-08-01,4,13,0,5,11,0
2015-08-02,4,11,0,4,14,0
2015-08-03,4,12,0,4,9,2
2015-08-04,6,11,0,4,9,0
2015-08-05,4,12,203,5,8,202
2015-08-06,4,10,0,7,11,0
2015-08-07,9,9,1,6,10,0
2015-08-08,6,14,0,6,11,1
2015-08-09,6,11,0,13,38,0
2015-08-10,7,11,0,7,12,1
2015-08-11,6,8,0,7,9,1
2015-08-12,4,12,201,5,13,197
2015-08-13,5,11,0,6,9,1
2015-08-14,6,17,0,7,9,0
2015-08-15,5,15,1,5,15,0
2015-08-16,4,13,0,6,9,0
2015-08-17,4,13,1,6,11,0
2015-08-18,4,12,0,7,11,0
2015-08-19,7,11,195,6,11,197
2015-08-20,4,11,0,5,15,0
2015-08-21,10,15,0,9,13,0
2015-08-22,9,12,0,8,8,0
2015-08-23,9,13,0,8,12,0
2015-08-24,8,13,0,10,11,0
2015-08-25,8,12,0,6,11,0
2015-08-26,9,12,202,8,14,200
2015-08-27,10,8,0,10,9,0
2015-08-28,10,15,0,8,11,0
2015-08-29,9,10,0,8,9,0
2015-08-30,9,11,0,9,11,0
2015-08-31,8,12,0,6,9,0
2015-09-01,9,9,0,6,10,0
2015-09-02,6,9,193,8,10,197
2015-09-03,7,8,0,3,7,0
2015-09-04,4,8,0,4,21,2
2015-09-05,4,11,0,6,6,0
2015-09-06,6,11,0,4,8,0
2015-09-07,2,10,0,4,5,0
2015-09-08,4,15,0,2,7,0
2015-09-09,7,8,190,7,4,182
2015-09-10,9,11,0,8,5,0
2015-09-11,16,10,0,9,6,1
2015-09-12,15,11,0,9,9,0
2015-09-13,11,10,0,14,7,0
2015-09-14,10,9,0,7,6,2
2015-09-15,18,8,0,9,7,0
2015-09-16,12,9,201,13,6,191
2015-09-17,14,10,0,5,5,0
2015-09-18,13,10,0,9,6,0
2015-09-19,9,10,0,13,6,0
2015-09-20,12,10,0,9,10,0
2015-09-21,13,9,0,12,10,0
2015-09-22,11,16,0,9,5,0
2015-09-23,16,11,196,11,6,195
2015-09-24,13,13,0,11,11,0
2015-09-25,13,13,0,15,14,0
2015-09-26,11,19,0,14,10,0
2015-09-27,11,14,0,9,12,1
2015-09-28,11,13,0,7,15,0
2015-09-29,15,11,0,6,11,0
2015-09-30,13,15,199,13,13,201
2015-10-01,5,17,1,3,16,1
2015-10-02,5,19,1,6,17,1
2015-10-03,6,15,1,3,18,1
2015-10-04,5,17,1,3,16,1
2015-10-05,5,16,1,4,19,1
2015-10-06,5,19,1,3,14,1
2015-10-07,4,15,206,4,12,205
2015-10-08,5,15,1,7,14,1
2015-10-09,7,20,1,7,18,1
2015-10-10,7,9,1,3,11,1
2015-10-11,8,10,1,7,11,1
2015-10-12,6,10,1,4,12,1
2015-10-13,6,8,1,7,10,0
2015-10-14,7,10,203,8,10,201
2015-10-15,6,10,1,8,8,1
2015-10-16,4,13,1,6,12,1
2015-10-17,7,11,1,7,11,1
2015-10-18,7,12,1,6,9,1
2015-10-19,4,10,1,4,12,1
2015-10-20,6,5,0,4,8,0
2015-10-21,7,7,210,3,8,204
2015-10-22,2,5,0,3,4,0
2015-10-23,4,10,0,3,6,0
2015-10-24,4,10,0,1,3,0
2015-10-25,1,7,0,2,4,0
2015-10-26,3,5,0,2,5,1
2015-10-27,4,5,0,3,7,0
2015-10-28,3,8,208,2,6,209
2015-10-29,17,27,0,18,20,0
2015-10-30,24,25,0,22,32,0
2015-10-31,16,31,0,21,16,0
2015-11-01,29,34,0,21,28,0
2015-11-02,28,36,0,26,28,0
2015-11-03,24,28,0,29,22,0
2015-11-04,19,29,209,29,33,208
2015-11-05,27,29,0,23,32,1
2015-11-06,27,29,0,34,35,0
2015-11-07,23,24,0,23,33,0
2015-11-08,28,27,0,21,25,0
2015-11-09,26,39,0,28,33,0
2015-11-10,25,31,1,28,36,0
2015-11-11,23,31,203,32,37,203
2015-11-12,22,25,0,27,28,0
2015-11-13,25,42,0,33,36,1
2015-11-14,28,36,0,34,47,1
2015-11-15,31,40,0,37,50,1
2015-11-16,26,41,0,32,53,0
2015-11-17,35,34,0,30,37,0
2015-11-18,34,54,218,34,73,209
2015-11-19,38,49,0,38,58,1
2015-11-20,23,44,0,33,49,1
2015-11-21,22,49,0,29,49,1
2015-11-22,28,42,0,32,41,1
2015-11-23,33,38,0,39,63,0
2015-11-24,32,49,0,28,44,0
2015-11-25,37,55,213,30,42,211
2015-11-26,27,33,0,29,44,1
2015-11-27,24,36,0,32,56,3
2015-11-28,25,45,0,26,56,2
2015-11-29,26,51,0,35,53,2
2015-11-30,29,51,1,31,46,1
2015-12-01,29,46,0,29,49,1
2015-12-02,25,47,212,30,58,212
2015-12-03,24,40,0,31,58,1
2015-12-04,30,37,1,32,45,0
2015-12-05,30,45,1,30,47,0
2015-12-06,27,35,0,26,44,0
2015-12-07,23,30,0,21,46,0
2015-12-08,30,45,1,31,34,0
2015-12-09,23,40,218,31,43,217
2015-12-10,30,21,0,29,13,2
2015-12-11,33,21,1,24,29,1
2015-12-12,39,23,1,32,20,1
2015-12-13,25,12,0,28,19,0
2015-12-14,32,13,0,22,19,0
2015-12-15,32,16,0,25,23,0
2015-12-16,35,16,218,32,19,210
2015-12-17,34,17,1,34,19,0
2015-12-18,37,15,0,30,8,0
2015-12-19,37,8,0,36,11,0
2015-12-20,38,18,1,27,15,0
2015-12-21,35,12,0,29,12,0
2015-12-22,37,11,0,33,14,0
2015-12-23,40,6,217,32,14,214
2015-12-24,27,14,1,24,10,0
2015-12-26,27,13,0,22,8,0
2015-12-27,24,10,0,20,20,2
2015-12-28,21,1,0,30,9,0
2015-12-29,24,18,1,20,9,1
2015-12-30,25,20,221,23,14,211
2015-12-31,23,13,0,23,16,0
2016-01-01,0,0,0,0,0,0
2016-01-02,4,10,0,7,20,0
2016-01-03,3,19,0,4,28,1
2016-01-04,2,17,0,5,16,1
2016-01-05,6,13,1,6,23,1
2016-01-06,8,10,216,5,24,212
2016-01-07,2,16,0,4,24,0
2016-01-08,5,18,0,5,17,0
2016-01-09,5,12,0,8,25,1
2016-01-10,4,23,1,3,22,0
2016-01-11,4,8,0,2,20,0
2016-01-12,6,9,0,2,17,0
2016-01-13,4,9,210,5,17,211
2016-01-14,5,21,1,8,25,2
2016-01-15,3,21,1,3,24,1
2016-01-16,4,20,1,7,30,1
2016-01-17,4,25,0,0,16,1
2016-01-18,7,27,1,9,21,0
2016-01-19,11,32,2,10,34,2
2016-01-20,10,31,222,11,37,217
2016-01-21,0,2,0,0,2,0
2016-01-22,1,1,0,0,3,0
2016-01-23,0,2,0,1,2,0
2016-01-24,1,2,0,1,4,0
2016-01-25,0,1,0,1,2,0
2016-01-26,3,3,0,3,4,0
2016-01-27,6,1,218,6,0,216
2016-01-28,30,45,0,29,46,0
2016-01-29,29,49,0,31,47,0
2016-01-30,33,47,0,33,48,0
2016-01-31,35,46,0,34,49,0
2016-02-01,32,47,0,33,50,0
2016-02-02,36,46,0,33,48,0
2016-02-03,34,48,222,31,50,216
2016-02-04,38,91,0,36,90,0
2016-02-05,37,104,0,40,99,1
2016-02-06,41,104,0,39,95,0
2016-02-07,38,96,0,36,98,0
2016-02-08,41,101,0,39,98,0
2016-02-09,43,95,0,40,100,0
2016-02-10,40,94,211,37,98,216
2016-02-11,37,93,0,38,89,0
2016-02-12,41,95,0,38,97,0
2016-02-13,44,108,0,37,101,0
2016-02-14,43,103,0,39,99,0
2016-02-15,41,96,0,41,92,0
2016-02-16,12,50,0,10,60,0
2016-02-17,11,56,210,9,53,211
2016-02-18,10,47,0,8,58,0
2016-02-19,10,50,0,8,59,0
2016-02-20,10,57,0,10,61,0
2016-02-21,10,57,0,10,58,0
2016-02-22,9,61,0,9,50,0
2016-02-23,9,48,0,10,57,0
2016-02-24,9,52,215,9,58,209
2016-02-25,14,21,0,11,13,0
2016-02-26,62,24,0,62,17,0
2016-02-27,67,25,0,62,20,0
2016-02-28,67,22,0,65,17,0
2016-02-29,20,23,0,22,19,0
2016-03-01,19,20,0,17,21,0
2016-03-02,20,21,215,20,24,213
2016-03-03,17,20,0,17,25,0
2016-03-04,16,22,1,22,28,0
2016-03-05,20,28,0,18,32,0
2016-03-06,22,32,0,17,27,0
2016-03-07,13,27,0,15,29,0
2016-03-08,11,27,0,13,25,0
2016-03-09,12,27,214,11,23,209
2016-03-10,13,24,0,16,23,0
2016-03-11,17,27,0,21,28,0
2016-03-12,20,29,0,19,27,0
2016-03-13,17,26,0,18,28,0
2016-03-14,20,20,0,20,26,0
2016-03-15,15,23,0,22,25,0
2016-03-16,19,24,212,20,23,214
2016-03-17,13,45,0,8,37,1
2016-03-18,10,37,0,9,37,0
2016-03-19,12,36,0,14,34,0
2016-03-20,14,35,0,11,32,0
2016-03-21,13,33,0,12,32,0
2016-03-22,13,30,0,9,33,0
2016-03-23,13,34,217,9,35,211
2016-03-24,9,26,0,6,29,0
2016-03-25,5,40,0,7,32,0
2016-03-26,7,32,0,7,37,0
2016-03-27,10,38,0,8,33,0
2016-03-28,6,34,0,7,31,0
2016-03-29,5,28,0,10,32,0
2016-03-30,7,36,213,7,39,215
2016-03-31,2,27,0,7,29,0
2016-04-01,11,33,0,8,32,0
2016-04-02,8,31,0,5,32,0
2016-04-03,8,32,0,8,29,0
2016-04-04,6,30,0,5,28,0
2016-04-05,6,29,0,6,25,0
2016-04-06,10,33,214,5,25,209
2016-04-07,53,80,0,51,82,0
2016-04-08,59,91,0,58,93,0
2016-04-09,60,104,0,60,112,0
2016-04-10,66,98,0,68,115,0
2016-04-11,62,102,0,68,105,0
2016-04-12,59,106,0,62,113,0
2016-04-13,62,116,216,61,115,203
2016-04-14,15,22,0,21,34,0
2016-04-15,10,34,0,16,38,0
2016-04-16,14,45,2,11,24,2
2016-04-17,10,36,2,11,36,2
2016-04-18,11,40,2,11,38,2
2016-04-19,11,27,2,14,34,2
2016-04-20,25,43,210,32,52,202
2016-04-21,30,47,2,29,44,5
2016-04-22,26,48,2,30,58,3
2016-04-23,26,54,2,30,62,3
2016-04-24,25,49,0,32,52,1
2016-04-25,26,55,0,24,49,1
2016-04-26,25,39,0,34,52,1
2016-04-27,29,65,221,35,78,207
2016-04-28,32,66,0,32,71,1
2016-04-29,32,71,0,33,77,1
2016-04-30,31,69,0,33,83,1
2016-05-01,32,76,0,37,79,1
2016-05-02,13,61,0,20,65,1
2016-05-03,13,74,0,16,76,1
2016-05-04,18,79,217,25,78,210
2016-05-05,16,66,0,21,72,1
2016-05-06,19,86,0,28,84,1
2016-05-07,18,73,0,20,68,1
2016-05-08,18,71,0,26,83,1
2016-05-09,17,78,0,22,74,1
2016-05-10,18,71,0,20,66,1
2016-05-11,22,53,212,27,56,202
2016-05-12,18,69,0,19,54,1
2016-05-13,16,42,0,28,60,1
2016-05-14,20,47,0,17,56,1
2016-05-15,16,51,0,22,52,1
2016-05-16,13,42,0,15,44,1
2016-05-17,14,38,0,18,44,1
2016-05-18,15,55,210,17,61,211
2016-05-19,9,48,0,14,57,1
2016-05-20,13,45,0,16,51,0
2016-05-21,15,45,0,15,54,0
2016-05-22,14,59,0,17,60,0
2016-05-23,10,43,0,17,59,0
2016-05-24,15,43,3,16,51,3
2016-05-25,13,48,209,17,66,211
2016-05-26,54,124,3,53,117,3
2016-05-27,59,132,4,56,138,4
2016-05-28,57,124,4,55,132,4
2016-05-29,59,125,4,59,129,4
2016-05-30,50,126,3,56,137,3
2016-05-31,57,136,4,58,146,4
2016-06-01,53,122,206,54,122,212
2016-06-02,45,114,4,53,124,4
2016-06-03,58,98,3,51,94,3
2016-06-04,52,95,3,50,101,3
2016-06-05,54,100,3,50,97,3
2016-06-06,54,94,3,49,84,3
2016-06-07,52,86,1,53,95,1
2016-06-08,47,92,218,55,111,212
2016-06-09,47,90,0,46,88,0
2016-06-10,53,98,0,54,112,0
2016-06-11,56,101,0,47,102,0
2016-06-12,51,117,0,50,104,0
2016-06-13,50,94,0,50,102,0
2016-06-14,43,100,0,41,96,0
2016-06-15,47,108,222,50,122,218
2016-06-16,54,115,0,39,103,0
2016-06-17,44,115,1,49,117,1
2016-06-18,49,127,1,48,110,1
2016-06-19,49,113,1,47,95,1
2016-06-20,47,107,1,47,110,1
2016-06-21,45,100,1,46,107,1
2016-06-22,51,123,228,42,120,210
2016-06-23,10,63,1,4,62,1
2016-06-24,7,71,1,12,70,1
2016-06-25,5,71,1,8,73,1
2016-06-26,7,74,1,8,67,1
2016-06-27,8,65,2,8,64,2
2016-06-28,0,0,0,0,0,0
2016-06-29,9,60,213,6,71,212
2016-06-30,15,67,2,10,63,2
2016-07-01,13,66,1,13,66,1
2016-07-02,15,81,1,13,63,1
2016-07-03,14,73,1,11,62,1
2016-07-04,12,66,1,17,64,1
2016-07-05,19,82,1,17,76,1
2016-07-06,32,93,217,36,83,210
2016-07-07,24,54,1,26,61,1
2016-07-08,25,60,2,26,56,2
2016-07-09,25,63,2,24,60,2
2016-07-10,26,63,2,25,58,2
2016-07-11,24,54,4,23,56,4
2016-07-12,23,58,3,21,50,3
2016-07-13,14,68,215,9,58,214
2016-07-14,13,67,3,15,61,2
2016-07-15,18,75,3,18,80,3
2016-07-16,18,86,3,17,71,3
2016-07-17,17,82,1,18,72,1
2016-07-18,15,77,1,14,73,0
2016-07-19,17,70,1,15,71,1
2016-07-20,16,71,214,16,80,209
2016-07-21,13,50,1,9,49,0
2016-07-22,11,58,0,10,52,0
2016-07-23,11,63,0,9,58,0
2016-07-24,11,57,0,8,59,0
2016-07-25,11,61,0,11,52,0
2016-07-26,12,56,0,11,53,0
2016-07-27,12,65,217,7,58,211
2016-07-28,12,57,1,6,61,1
2016-07-29,13,64,1,8,61,1
2016-07-30,12,66,1,13,61,1
2016-07-31,10,60,0,8,56,1
2016-08-01,8,53,1,10,53,1
2016-08-02,20,48,1,20,53,1
2016-08-03,21,56,215,17,60,212
2016-08-04,46,44,1,49,47,2
2016-08-05,60,51,1,52,46,1
2016-08-06,56,56,1,53,51,1
2016-08-07,64,56,1,56,53,1
2016-08-08,51,51,1,45,56,2
2016-08-09,43,42,1,60,49,1
2016-08-10,57,49,215,60,56,209
2016-08-11,42,46,5,56,42,5
2016-08-12,52,56,5,61,46,5
2016-08-13,59,51,4,56,45,5
2016-08-14,60,48,5,58,53,5
2016-08-15,54,52,5,53,46,5
2016-08-16,58,45,5,58,46,5
2016-08-17,69,56,219,66,54,212
2016-08-18,63,42,6,61,46,6
2016-08-19,65,48,7,61,49,6
2016-08-20,61,52,6,57,44,6
2016-08-21,71,58,7,63,48,6
2016-08-22,54,39,6,68,50,6
2016-08-23,63,48,6,62,49,6
2016-08-24,59,51,222,63,56,214
2016-08-25,26,52,9,28,48,8
2016-08-26,29,62,8,27,56,8
2016-08-27,26,64,9,27,56,8
2016-08-28,28,65,7,29,54,8
2016-08-29,22,74,7,27,68,8
2016-08-30,28,84,8,28,75,8
2016-08-31,24,82,231,27,78,212
2016-09-01,19,61,8,23,64,8
2016-09-02,24,72,2,24,64,2
2016-09-03,22,61,3,22,52,3
2016-09-04,21,60,2,24,52,2
2016-09-05,19,62,2,16,49,2
2016-09-06,16,56,3,19,47,2
2016-09-07,19,59,225,17,56,217
2016-09-08,22,53,0,22,50,0
2016-09-09,27,63,0,21,50,0
2016-09-10,23,64,0,23,55,0
2016-09-11,19,64,0,17,58,0
2016-09-12,13,61,0,14,52,0
2016-09-13,12,52,0,11,47,0
2016-09-14,14,52,216,17,56,217
2016-09-15,55,50,0,54,53,0
2016-09-16,61,84,1,60,55,1
2016-09-17,64,89,1,66,58,1
2016-09-18,68,90,1,64,58,1
2016-09-19,59,80,1,61,53,1
2016-09-20,57,89,2,60,62,2
2016-09-21,69,91,222,62,62,218
2016-09-22,72,91,2,66,58,2
2016-09-23,71,91,1,71,63,1
2016-09-24,75,98,1,71,60,1
2016-09-25,73,96,1,65,63,1
2016-09-26,65,87,1,67,63,1
2016-09-27,65,85,1,65,57,1
2016-09-28,69,93,226,68,65,215
2016-09-29,71,89,1,68,62,1
2016-09-30,70,69,1,72,44,3
2016-10-01,72,68,2,69,34,3
2016-10-02,70,69,3,69,38,3
2016-10-03,64,66,3,69,33,3
2016-10-04,65,78,2,64,47,3
2016-10-05,73,83,226,74,51,218
2016-10-06,9,83,36,10,66,34
2016-10-07,15,100,44,17,71,39
2016-10-08,15,99,44,15,73,38
2016-10-09,15,98,44,13,69,38
2016-10-10,13,90,42,14,68,37
2016-10-11,16,93,40,15,68,37
2016-10-12,17,98,229,18,67,215
2016-10-13,16,85,44,15,63,38
2016-10-14,18,92,43,14,66,37
2016-10-15,17,100,43,18,70,39
2016-10-16,17,99,42,17,66,38
2016-10-17,16,64,38,18,71,37
2016-10-18,18,65,41,17,68,38
2016-10-19,16,64,231,15,70,215
2016-10-20,18,59,41,19,66,35
2016-10-21,27,56,40,23,64,37
2016-10-22,24,54,40,26,61,36
2016-10-23,26,65,41,24,61,37
2016-10-24,24,49,41,23,64,38
2016-10-25,25,41,42,25,59,37
2016-10-26,59,113,234,62,101,212
2016-10-27,55,84,0,52,83,0
2016-10-28,56,88,1,53,93,1
2016-10-29,58,88,1,60,98,1
2016-10-30,60,95,1,62,95,1
2016-10-31,55,84,1,60,90,1
2016-11-01,54,84,1,0,0,0
2016-11-02,57,96,228,61,96,217
2016-11-03,62,97,1,60,92,1
2016-11-04,59,91,1,61,93,1
2016-11-05,61,93,1,61,96,1
2016-11-06,57,93,1,56,98,1
2016-11-07,53,86,0,50,90,0
2016-11-08,49,86,1,56,93,1
2016-11-09,55,104,227,56,103,215
2016-11-10,52,94,1,56,92,1
2016-11-11,47,86,1,56,102,1
2016-11-12,55,107,1,57,107,1
2016-11-13,57,95,1,58,100,1
2016-11-14,55,92,0,58,93,0
2016-11-15,46,86,0,50,91,0
2016-11-16,73,147,228,73,155,217
2016-11-17,55,112,5,56,110,5
2016-11-18,57,113,8,61,114,8
2016-11-19,54,109,8,61,120,8
2016-11-20,57,115,8,62,118,8
2016-11-21,66,112,7,73,121,8
2016-11-22,60,99,8,64,108,8
2016-11-23,75,121,231,83,130,220
2016-11-24,73,104,6,75,114,6
2016-11-25,77,108,6,80,112,6
2016-11-26,77,110,6,82,118,6
2016-11-27,76,120,6,83,121,6
2016-11-28,70,117,6,78,110,6
2016-11-29,67,111,6,70,106,7
2016-11-30,82,113,234,85,108,227
2016-12-01,78,127,6,87,124,6
2016-12-02,77,124,14,89,127,5
2016-12-03,81,130,14,82,125,5
2016-12-04,80,120,13,86,122,5
2016-12-05,75,114,13,88,119,5
2016-12-06,92,122,13,87,117,4
2016-12-07,108,202,232,106,204,225
2016-12-08,81,137,18,75,143,9
2016-12-09,86,149,19,77,148,11
2016-12-10,87,148,19,76,141,11
2016-12-11,87,146,19,76,147,11
2016-12-12,76,120,20,74,145,10
2016-12-13,80,150,19,71,133,11
2016-12-14,82,138,234,72,130,221
2016-12-15,83,132,22,76,142,13
2016-12-16,91,139,22,80,139,13
2016-12-17,86,149,20,74,135,12
2016-12-18,96,150,21,80,139,12
2016-12-19,83,143,21,77,131,12
2016-12-20,84,138,18,79,128,10
2016-12-21,89,144,236,81,133,226
2016-12-22,84,141,17,81,130,9
2016-12-23,86,135,18,80,135,8
2016-12-24,77,135,16,67,131,7
2016-12-26,79,149,16,70,135,7
2016-12-27,69,136,16,64,135,7
2016-12-28,85,160,231,71,156,223
2016-12-29,79,151,18,76,153,9
2016-12-30,88,158,18,83,152,8
2016-12-31,88,152,18,80,147,7
2017-01-01,0,0,0,0,0,0
2017-01-02,62,112,16,50,112,6
2017-01-03,59,113,16,49,105,7
2017-01-04,70,141,228,69,135,231
2017-01-05,46,69,8,34,67,8
2017-01-06,40,73,9,37,70,9
